State,State Code,County,County Code,Year,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
Florida,12,"Broward County, FL",12011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other and unspecified narcotics,T40.6,11,1909632,Unreliable,0.3,1,0.2,Unreliable,0.3,1.1,0.2,0.00%
Florida,12,"Broward County, FL",12011,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,239,1909632,12.5,10.9,14.1,0.8,12.6,11,14.2,0.8,0.10%
Florida,12,"Broward County, FL",12011,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,23,1909632,1.2,0.8,1.8,0.3,1,0.6,1.5,0.2,0.00%
Florida,12,"Broward County, FL",12011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,78,1935878,4,3.2,5,0.5,4.1,3.2,5.1,0.5,0.00%
Florida,12,"Broward County, FL",12011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,62,1935878,3.2,2.5,4.1,0.4,3,2.3,3.9,0.4,0.00%
Florida,12,"Broward County, FL",12011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,207,1935878,10.7,9.2,12.1,0.7,10.9,9.4,12.5,0.8,0.10%
Florida,12,"Broward County, FL",12011,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,239,1935878,12.3,10.8,13.9,0.8,12.3,10.7,13.8,0.8,0.10%
Florida,12,"Broward County, FL",12011,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,1935878,Unreliable,0.3,1,0.2,Unreliable,0.3,1,0.2,0.00%
Florida,12,"Charlotte County, FL",12015,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,11,178465,Unreliable,3.1,11,1.9,Unreliable,4.5,17.4,3.1,0.00%
Florida,12,"Citrus County, FL",12017,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,32,143621,22.3,15.2,31.5,3.9,28.1,18.3,41.1,5.5,0.00%
Florida,12,"Citrus County, FL",12017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,12,145647,Unreliable,4.3,14.4,2.4,Unreliable,5.7,21.8,3.7,0.00%
Florida,12,"Citrus County, FL",12017,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,21,145647,14.4,8.9,22,3.1,18.5,10.8,29.6,4.5,0.00%
Florida,12,"Clay County, FL",12019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,12,208311,Unreliable,3,10.1,1.7,Unreliable,3.3,11.1,1.9,0.00%
Florida,12,"Clay County, FL",12019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,208311,14.4,9.7,20.6,2.6,15.8,10.6,22.6,2.9,0.00%
Florida,12,"Clay County, FL",12019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,38,208311,18.2,12.9,25,3,20,14.1,27.5,3.3,0.00%
Florida,12,"Clay County, FL",12019,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,19,208311,Unreliable,5.5,14.2,2.1,Unreliable,5.6,15,2.2,0.00%
Florida,12,"Clay County, FL",12019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,22,212230,10.4,6.5,15.7,2.2,10.7,6.6,16.4,2.3,0.00%
Florida,12,"Clay County, FL",12019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,37,212230,17.4,12.3,24,2.9,19,13.3,26.4,3.2,0.00%
Florida,12,"Clay County, FL",12019,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,212230,Unreliable,3.6,11.1,1.8,Unreliable,3.9,12,1.9,0.00%
Florida,12,"Collier County, FL",12021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,365136,Unreliable,2.5,7.1,1.1,Unreliable,3.2,9.5,1.5,0.00%
Florida,12,"Collier County, FL",12021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,22,365136,6,3.8,9.1,1.3,7.7,4.7,11.9,1.7,0.00%
Florida,12,"Collier County, FL",12021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,11,365136,Unreliable,1.5,5.4,0.9,Unreliable,2,7.7,1.3,0.00%
Florida,12,"Collier County, FL",12021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,19,365136,Unreliable,3.1,8.1,1.2,Unreliable,4.1,10.8,1.6,0.00%
Florida,12,"Collier County, FL",12021,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,365136,Unreliable,2.5,7.1,1.1,Unreliable,3.2,9.3,1.5,0.00%
Florida,12,"Collier County, FL",12021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,19,372880,Unreliable,3.1,8,1.2,Unreliable,4,10.7,1.6,0.00%
Florida,12,"Collier County, FL",12021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,18,372880,Unreliable,2.9,7.6,1.1,Unreliable,3.6,9.8,1.5,0.00%
Florida,12,"Collier County, FL",12021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,30,372880,8,5.4,11.5,1.5,10.7,7.1,15.4,2,0.00%
Florida,12,"Collier County, FL",12021,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,372880,Unreliable,2.3,6.6,1,Unreliable,2.4,7.7,1.2,0.00%
Florida,12,"Duval County, FL",12031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,64,926255,6.9,5.3,8.8,0.9,6.9,5.3,8.9,0.9,0.00%
Florida,12,"Duval County, FL",12031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,145,926255,15.7,13.1,18.2,1.3,15.2,12.7,17.8,1.3,0.10%
Florida,12,"Duval County, FL",12031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,20,926255,2.2,1.3,3.3,0.5,2.1,1.2,3.2,0.5,0.00%
Florida,12,"Duval County, FL",12031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,203,926255,21.9,18.9,24.9,1.5,22.8,19.6,26,1.6,0.10%
Florida,12,"Duval County, FL",12031,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,115,926255,12.4,10.1,14.7,1.2,12.2,9.9,14.4,1.2,0.10%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,72,937934,7.7,6,9.7,0.9,7.6,5.9,9.6,0.9,0.00%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,146,937934,15.6,13,18.1,1.3,15.1,12.6,17.6,1.3,0.10%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,20,937934,2.1,1.3,3.3,0.5,2.2,1.3,3.4,0.5,0.00%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,285,937934,30.4,26.9,33.9,1.8,30.4,26.8,34,1.8,0.20%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,92,937934,9.8,7.9,12,1,9.3,7.4,11.5,1,0.10%
Florida,12,"Duval County, FL",12031,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,937934,Unreliable,0.5,2,0.3,Unreliable,0.5,1.9,0.3,0.00%
Florida,12,"Escambia County, FL",12033,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,315187,Unreliable,1.5,5.8,1,Unreliable,1.4,6,1,0.00%
Florida,12,"Escambia County, FL",12033,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,313512,Unreliable,1.5,5.9,1,Unreliable,1.7,7,1.2,0.00%
Florida,12,"Escambia County, FL",12033,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,16,313512,Unreliable,2.9,8.3,1.3,Unreliable,3.2,9.4,1.5,0.00%
Florida,12,"Hernando County, FL",12053,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,20,182835,10.9,6.7,16.9,2.4,12.5,7.4,19.7,2.9,0.00%
Florida,12,"Hernando County, FL",12053,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,186553,Unreliable,2.9,10.6,1.8,Unreliable,3.9,13.9,2.4,0.00%
Florida,12,"Hernando County, FL",12053,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,186553,Unreliable,4.9,13.9,2.1,Unreliable,5.5,16.8,2.6,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,45,1376238,3.3,2.4,4.4,0.5,3.3,2.4,4.4,0.5,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,67,1376238,4.9,3.8,6.2,0.6,4.5,3.5,5.8,0.6,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,24,1376238,1.7,1.1,2.6,0.4,1.7,1.1,2.5,0.3,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,46,1376238,3.3,2.4,4.5,0.5,3.3,2.4,4.4,0.5,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,28,1376238,2,1.4,2.9,0.4,1.9,1.3,2.8,0.4,0.00%
Florida,12,"Hillsborough County, FL",12057,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,17,1376238,Unreliable,0.7,2,0.3,Unreliable,0.7,2,0.3,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,61,1408566,4.3,3.3,5.6,0.6,4.3,3.3,5.5,0.6,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,75,1408566,5.3,4.2,6.7,0.6,4.9,3.8,6.1,0.6,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,16,1408566,Unreliable,0.6,1.8,0.3,Unreliable,0.6,1.7,0.3,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,66,1408566,4.7,3.6,6,0.6,4.6,3.6,5.9,0.6,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,25,1408566,1.8,1.1,2.6,0.4,1.7,1.1,2.6,0.4,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,Other opioids,T40.2,11,1408566,Unreliable,0.4,1.4,0.2,Unreliable,0.4,1.3,0.2,0.00%
Florida,12,"Hillsborough County, FL",12057,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,1408566,Unreliable,0.6,1.8,0.3,Unreliable,0.6,1.7,0.3,0.00%
Florida,12,"Indian River County, FL",12061,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,151563,Unreliable,6,17.1,2.6,Unreliable,7.3,22.4,3.6,0.00%
Florida,12,"Indian River County, FL",12061,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,154383,Unreliable,3.6,12.7,2.1,Unreliable,4.2,16.2,2.8,0.00%
Florida,12,"Lake County, FL",12069,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,22,335396,6.6,4.1,9.9,1.4,8,4.9,12.2,1.8,0.00%
Florida,12,"Lake County, FL",12069,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,346017,Unreliable,1.6,5.7,1,Unreliable,1.9,7.1,1.2,0.00%
Florida,12,"Lake County, FL",12069,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,29,346017,8.4,5.6,12,1.6,11.2,7.5,16,2.1,0.00%
Florida,12,"Lake County, FL",12069,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,39,346017,11.3,8,15.4,1.8,13.8,9.8,18.9,2.2,0.00%
Florida,12,"Lee County, FL",12071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,32,722336,4.4,3,6.3,0.8,5.8,4,8.3,1,0.00%
Florida,12,"Lee County, FL",12071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,48,722336,6.6,4.9,8.8,1,8.5,6.2,11.3,1.3,0.00%
Florida,12,"Lee County, FL",12071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,56,722336,7.8,5.9,10.1,1,10,7.5,13.1,1.4,0.00%
Florida,12,"Lee County, FL",12071,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,27,722336,3.7,2.5,5.4,0.7,4.4,2.9,6.6,0.9,0.00%
Florida,12,"Lee County, FL",12071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,29,739224,3.9,2.6,5.6,0.7,4.4,2.9,6.5,0.9,0.00%
Florida,12,"Lee County, FL",12071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,65,739224,8.8,6.8,11.2,1.1,10.3,7.9,13.2,1.3,0.00%
Florida,12,"Lee County, FL",12071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,14,739224,Unreliable,1,3.2,0.5,Unreliable,1.1,3.6,0.6,0.00%
Florida,12,"Lee County, FL",12071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,125,739224,16.9,13.9,19.9,1.5,20.6,16.8,24.3,1.9,0.10%
Florida,12,"Lee County, FL",12071,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,25,739224,3.4,2.2,5,0.7,3.8,2.4,5.7,0.8,0.00%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,13,375888,Unreliable,1.8,5.9,1,Unreliable,2.3,7.6,1.2,0.00%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,36,375888,9.6,6.7,13.3,1.6,11.1,7.7,15.7,1.9,0.00%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,12,375888,Unreliable,1.6,5.6,0.9,Unreliable,2.2,7.4,1.2,0.00%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,109,375888,29,23.6,34.4,2.8,36.8,29.7,43.9,3.6,0.10%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,14,375888,Unreliable,2,6.2,1,Unreliable,2.4,7.4,1.2,0.00%
Florida,12,"Manatee County, FL",12081,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,375888,Unreliable,1.5,5.2,0.9,Unreliable,1.1,4.7,0.8,0.00%
Florida,12,"Manatee County, FL",12081,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,11,385571,Unreliable,1.4,5.1,0.9,Unreliable,1.8,6.8,1.1,0.00%
Florida,12,"Manatee County, FL",12081,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,24,385571,6.2,4,9.3,1.3,6.1,3.8,9.3,1.3,0.00%
Florida,12,"Manatee County, FL",12081,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,82,385571,21.3,16.9,26.4,2.3,27.1,21.4,33.8,3.1,0.00%
Florida,12,"Manatee County, FL",12081,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,15,385571,Unreliable,2.2,6.4,1,Unreliable,2.1,6.6,1.1,0.00%
Florida,12,"Manatee County, FL",12081,2017,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,10,385571,Unreliable,1.2,4.8,0.8,Unreliable,1.2,5.1,0.9,0.00%
Florida,12,"Marion County, FL",12083,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,349020,Unreliable,2,6.4,1,Unreliable,2.1,7.4,1.2,0.00%
Florida,12,"Marion County, FL",12083,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,349020,Unreliable,2.8,7.8,1.2,Unreliable,3.8,10.8,1.7,0.00%
Florida,12,"Marion County, FL",12083,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,81,349020,23.2,18.4,28.8,2.6,27.6,21.6,34.7,3.2,0.00%
Florida,12,"Marion County, FL",12083,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,17,354353,Unreliable,2.8,7.7,1.2,Unreliable,3.1,9.1,1.4,0.00%
Florida,12,"Marion County, FL",12083,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,30,354353,8.5,5.7,12.1,1.5,9.3,6.1,13.6,1.8,0.00%
Florida,12,"Marion County, FL",12083,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,40,354353,11.3,8.1,15.4,1.8,13.4,9.4,18.5,2.2,0.00%
Florida,12,"Marion County, FL",12083,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,77,354353,21.7,17.1,27.2,2.5,26.4,20.6,33.3,3.1,0.00%
Florida,12,"Martin County, FL",12085,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,24,158701,15.1,9.7,22.5,3.1,21.4,13.6,32.1,4.5,0.00%
Florida,12,"Martin County, FL",12085,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,14,159923,Unreliable,4.8,14.7,2.3,Unreliable,6.9,22.1,3.5,0.00%
Florida,12,"Martin County, FL",12085,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,159923,Unreliable,3.4,12.3,2.1,Unreliable,3.6,13.6,2.3,0.00%
Florida,12,"Miami-Dade County, FL",12086,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,86,2712945,3.2,2.5,3.9,0.3,3.1,2.5,3.8,0.3,0.00%
Florida,12,"Miami-Dade County, FL",12086,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,62,2712945,2.3,1.8,2.9,0.3,2.2,1.7,2.9,0.3,0.00%
Florida,12,"Miami-Dade County, FL",12086,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,203,2712945,7.5,6.5,8.5,0.5,7.4,6.4,8.4,0.5,0.10%
Florida,12,"Miami-Dade County, FL",12086,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,26,2712945,1,0.6,1.4,0.2,1,0.7,1.5,0.2,0.00%
Florida,12,"Miami-Dade County, FL",12086,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,66,2751796,2.4,1.9,3.1,0.3,2.3,1.8,3,0.3,0.00%
Florida,12,"Miami-Dade County, FL",12086,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,66,2751796,2.4,1.9,3.1,0.3,2.3,1.8,3,0.3,0.00%
Florida,12,"Miami-Dade County, FL",12086,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,190,2751796,6.9,5.9,7.9,0.5,6.7,5.8,7.7,0.5,0.10%
Florida,12,"Miami-Dade County, FL",12086,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,52,2751796,1.9,1.4,2.5,0.3,1.9,1.4,2.4,0.3,0.00%
Florida,12,"Monroe County, FL",12087,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,11,79077,Unreliable,6.9,24.9,4.2,Unreliable,6.4,24.4,4.1,0.00%
Florida,12,"Monroe County, FL",12087,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,18,79077,Unreliable,13.5,36,5.4,Unreliable,12.6,34.6,5.3,0.00%
Florida,12,"Monroe County, FL",12087,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,11,77013,Unreliable,7.1,25.6,4.3,Unreliable,7.3,27.9,4.9,0.00%
Florida,12,"Nassau County, FL",12089,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,80622,Unreliable,10.4,30.7,4.8,Unreliable,12.5,38.4,6.1,0.00%
Florida,12,"Nassau County, FL",12089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,82721,Unreliable,5.8,22.2,3.8,Unreliable,6,24.8,4.3,0.00%
Florida,12,"Nassau County, FL",12089,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,13,82721,Unreliable,8.4,26.9,4.4,Unreliable,10,33.7,5.5,0.00%
Florida,12,"Okaloosa County, FL",12091,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,201170,Unreliable,4.5,12.9,2,Unreliable,5.1,15.2,2.4,0.00%
Florida,12,"Okaloosa County, FL",12091,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,13,201170,Unreliable,3.4,11.1,1.8,Unreliable,3.8,13,2.1,0.00%
Florida,12,"Okaloosa County, FL",12091,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,15,201170,Unreliable,4.2,12.3,1.9,Unreliable,4.5,13.9,2.2,0.00%
Florida,12,"Okaloosa County, FL",12091,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,17,202970,Unreliable,4.9,13.4,2,Unreliable,5,14.1,2.2,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,48,1314367,3.7,2.7,4.8,0.5,3.6,2.6,4.8,0.5,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,56,1314367,4.3,3.2,5.5,0.6,4.1,3.1,5.3,0.6,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Methadone,T40.3,11,1314367,Unreliable,0.4,1.5,0.3,Unreliable,0.4,1.5,0.3,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,75,1314367,5.7,4.5,7.2,0.7,5.5,4.3,7,0.6,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,25,1314367,1.9,1.2,2.8,0.4,1.8,1.2,2.7,0.4,0.00%
Florida,12,"Orange County, FL",12095,2016,Drug poisonings (overdose) Suicide (X60-X64),D2,"Other and unspecified drugs, medicaments and biological substances",T50.9,16,1314367,Unreliable,0.7,2,0.3,Unreliable,0.7,2,0.3,0.00%
Florida,12,"Orange County, FL",12095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,42,1348975,3.1,2.2,4.2,0.5,2.9,2.1,4,0.5,0.00%
Florida,12,"Orange County, FL",12095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,40,1348975,3,2.1,4,0.5,2.9,2,3.9,0.5,0.00%
Florida,12,"Orange County, FL",12095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,118,1348975,8.7,7.2,10.3,0.8,8.5,6.9,10,0.8,0.10%
Florida,12,"Orange County, FL",12095,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,"Other and unspecified drugs, medicaments and biological substances",T50.9,24,1348975,1.8,1.1,2.6,0.4,1.7,1.1,2.5,0.3,0.00%
Florida,12,"Osceola County, FL",12097,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,16,336015,Unreliable,2.7,7.7,1.2,Unreliable,2.8,8.1,1.2,0.00%
Florida,12,"Osceola County, FL",12097,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other opioids,T40.2,10,336015,Unreliable,1.4,5.5,0.9,Unreliable,1.4,5.3,0.9,0.00%
Florida,12,"Osceola County, FL",12097,2016,Drug poisonings (overdose) Unintentional (X40-X44),D1,Other synthetic narcotics,T40.4,16,336015,Unreliable,2.7,7.7,1.2,Unreliable,2.8,8,1.2,0.00%
Florida,12,"Osceola County, FL",12097,2017,Drug poisonings (overdose) Unintentional (X40-X44),D1,Heroin,T40.1,17,352180,Unreliable,2.8,7.7,1.2,Unreliable,2.9,8.1,1.2,0.00%
